POLIZA_SUMINISTRO,NUMEROSERIECONTADOR,CONSUMO_REAL,FECHA_HORA,CODI_ANOMALIA,DATA_INICI,DATA_FI
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-25 21:03:04,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-25 22:03:04,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-25 23:03:04,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 00:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 01:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,16.0,2024-09-26 02:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 03:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 04:03:06,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 05:03:06,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,12.0,2024-09-26 06:03:06,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 07:03:06,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 08:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 09:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,10.0,2024-09-26 10:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 11:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 12:03:07,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 13:03:07,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 14:03:07,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,17.0,2024-09-26 15:03:07,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 16:03:03,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 17:03:03,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 18:03:03,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 19:03:03,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 20:02:54,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-26 21:02:54,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,46.0,2024-09-26 22:02:54,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,2.0,2024-09-26 23:02:54,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,17.0,2024-09-27 00:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 01:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,3.0,2024-09-27 02:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 03:03:08,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 04:02:58,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 05:02:58,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,12.0,2024-09-27 06:02:58,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 07:02:58,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 08:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 09:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,6.0,2024-09-27 10:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,10.0,2024-09-27 11:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 12:02:53,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 13:02:53,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 14:02:53,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 15:02:53,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,6.0,2024-09-27 16:03:05,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,2.0,2024-09-27 17:03:05,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,10.0,2024-09-27 18:03:05,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,18.0,2024-09-27 19:03:05,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,5.0,2024-09-27 20:03:03,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-27 21:03:03,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,3.0,2024-09-27 22:03:03,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,29.0,2024-09-27 23:03:03,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,13.0,2024-09-28 00:02:56,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 01:02:56,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 02:02:56,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 03:02:56,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 04:02:56,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 05:02:56,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 06:02:56,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 07:02:56,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,7.0,2024-09-28 08:03:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,8.0,2024-09-28 09:03:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 10:03:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 11:03:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,9.0,2024-09-28 12:02:57,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,31.0,2024-09-28 13:02:57,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,68.0,2024-09-28 14:02:57,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,31.0,2024-09-28 15:02:57,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,6.0,2024-09-28 16:02:55,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 17:02:55,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 18:02:55,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,2.0,2024-09-28 19:02:55,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,14.0,2024-09-28 20:02:59,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 21:02:59,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,3.0,2024-09-28 22:02:59,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-28 23:02:59,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-09-29 00:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-09-29 01:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-09-29 02:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-09-29 03:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,59.0,2024-09-29 04:02:58,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-29 05:02:58,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-29 06:02:58,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-29 07:02:58,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-29 08:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,9.0,2024-09-29 09:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,8.0,2024-09-29 10:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-29 11:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,36.0,2024-09-29 12:02:49,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,21.0,2024-09-29 13:02:49,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,16.0,2024-09-29 14:02:49,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,10.0,2024-09-29 15:02:49,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,21.0,2024-09-29 16:02:55,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,31.0,2024-09-29 17:02:55,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,16.0,2024-09-29 18:02:55,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-29 19:02:55,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-29 20:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,17.0,2024-09-29 21:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,16.0,2024-09-29 22:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,17.0,2024-09-29 23:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,10.0,2024-09-30 00:02:54,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,7.0,2024-09-30 01:02:54,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-30 02:02:54,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-30 03:02:54,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-30 04:02:44,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-30 05:02:44,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,12.0,2024-09-30 06:02:44,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-30 07:02:44,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-30 08:02:57,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-30 09:02:57,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,7.0,2024-09-30 10:02:57,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-30 11:02:57,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,5.0,2024-09-30 12:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,29.0,2024-09-30 13:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,54.0,2024-09-30 14:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,26.0,2024-09-30 15:02:51,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,17.0,2024-09-30 16:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,1.0,2024-09-30 17:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,2.0,2024-09-30 18:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,12.0,2024-09-30 19:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-30 20:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,2.0,2024-09-30 21:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-09-30 22:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,16.0,2024-09-30 23:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,27.0,2024-10-01 00:02:50,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-01 01:02:50,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-01 02:02:50,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-01 03:02:50,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-01 04:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-01 05:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,11.0,2024-10-01 06:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-01 07:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-01 08:02:46,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-01 09:02:46,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,15.0,2024-10-01 10:02:46,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-01 11:02:46,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-10-01 12:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-10-01 13:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-10-01 14:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-10-01 15:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,82.0,2024-10-01 16:02:41,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,17.0,2024-10-01 17:02:41,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,4.0,2024-10-01 18:02:41,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,21.0,2024-10-01 19:02:41,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-10-01 20:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-10-01 21:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-10-01 22:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,,2024-10-01 23:00:00,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,20.0,2024-10-02 00:02:42,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,15.0,2024-10-02 01:02:42,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 02:02:42,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 03:02:42,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 04:02:48,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 05:02:48,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,16.0,2024-10-02 06:02:48,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 07:02:48,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 08:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 09:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,6.0,2024-10-02 10:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,1.0,2024-10-02 11:02:52,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,11.0,2024-10-02 12:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,105.0,2024-10-02 13:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,126.0,2024-10-02 14:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,5.0,2024-10-02 15:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,36.0,2024-10-02 16:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,2.0,2024-10-02 17:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 18:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 19:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 20:02:48,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 21:02:48,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 22:02:48,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-02 23:02:48,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,6.0,2024-10-03 00:02:37,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,42.0,2024-10-03 01:02:37,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,4.0,2024-10-03 02:02:37,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 03:02:37,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 04:02:38,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 05:02:38,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,16.0,2024-10-03 06:02:38,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 07:02:38,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 08:02:41,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 09:02:41,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,19.0,2024-10-03 10:02:41,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,1.0,2024-10-03 11:02:41,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 12:02:36,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 13:02:36,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 14:02:36,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 15:02:36,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,3.0,2024-10-03 16:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,17.0,2024-10-03 17:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 18:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 19:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 20:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 21:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-03 22:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,10.0,2024-10-03 23:02:47,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,21.0,2024-10-04 00:02:37,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,8.0,2024-10-04 01:02:37,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-04 02:02:37,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-04 03:02:37,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-04 04:02:40,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-04 05:02:40,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,12.0,2024-10-04 06:02:40,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-04 07:02:40,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-04 08:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,21.0,2024-10-04 09:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-04 10:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-04 11:02:45,32768,2024-07-31,2024-10-01
D7DGXVAWWWUD2M3A,CCW65BGBQMJRLHDN,0.0,2024-10-04 12:02:46,32768,2024-07-31,2024-10-01
